AwayTeamAPI,AwayTeamAvgGoals,AwayTeamCreatonShooting,AwayTeamDefencePressure,AwayTeamGoals,AwayTeamOdds,AwayTeamPlaySpeed,GoalDiff,HomeTeamAPI,HomeTeamAvgGoals,HomeTeamCreatonShooting,HomeTeamDefencePressure,HomeTeamGoals,HomeTeamPlaySpeed,HomeTeamsOdds,corner_away_team,corner_home_team,crosses_away_team,crosses_home_team,on_target_shot_away_team,on_target_shot_home_team,possession_away_team,possession_home_team,red_card_away_team,red_card_home_team,yellow_card_away_team,yellow_card_home_team,HomeTeamRatings,AwayTeamRatings,win
9830,0.577777778,35,30,0,2.197,55,2,9941,1.177083333,35,30,1,35,1.552,2.027777778,1.3125,6.5,3.9875,1.861111111,1.15,46.83333333,51.65,0.055555556,0.05,1.861111111,1.575,71.44117647,70.24489796,1
9830,0.577777778,35,30,1,2.197,55,2,9941,1.177083333,35,30,1,35,1.552,0,0,0,0,0,0,46.83333333,51.65,1,0,2,2,71.44117647,70.24489796,0
9830,0.577777778,35,30,1,2.197,55,2,9941,1.177083333,35,30,1,35,1.552,6,6,17,10,2,2,54,46,0,0,2,1,71.44117647,70.24489796,0
9830,0.577777778,35,30,1,2.4635,55,2,10249,1.397727273,70,70,1,35,2.048,0,0,0,0,0,0,46.83333333,47.84210526,0,0,1,0,71.56521739,70.24489796,0
9830,0.577777778,35,30,0,2.4635,55,2,10249,1.397727273,70,70,4,35,2.048,2,2,12,6,9,4,55,45,0,0,2,0,71.56521739,70.24489796,1
9830,0.577777778,35,30,0,2.578,55,0,8588,1,70,70,1,30,1.619,3,1,22,5,9,2,64,36,0,0,2,2,68.07142857,70.24489796,1
9830,0.577777778,35,30,0,2.4685,55,-4,4087,1.263157895,65,45,2,35,1.4405,0,0,0,0,0,0,46.83333333,45.21052632,0,0,0,0,69.3,70.24489796,1
9830,0.577777778,35,30,2,2.4685,55,-4,4087,1.263157895,65,45,0,35,1.4405,4,2,11,19,5,1,48,52,0,0,2,2,69.3,70.24489796,2
9830,0.577777778,35,30,1,2.4435,55,2,9837,1.25,50,45,3,35,1.403,4,8,11,11,3,4,47,53,1,0,2,4,69.58333333,70.24489796,1
9830,0.577777778,35,30,0,2.4165,55,0,7794,1.291666667,55,70,0,40,1.5945,0,0,0,0,0,0,46.83333333,51.72222222,0,0,0,0,69.84313725,70.24489796,0
